transaction_id	vendor_id	vendor_name	amount	currency	transaction_date	invoice_number	description
TXN-10496	VEND-108	Metro Facilities Pvt Ltd	34000	INR	29-09-2026 11:14	INV-20496	Goods receipt settlement
TXN-10497	VEND-109	Sapphire Security Systems	56000	INR	14-09-2026 16:25	INV-20497	Purchase order payment
TXN-10498	VEND-101	Global Logistics Solutions	56000	INR	09-09-2026 01:27	INV-20498	Goods receipt settlement
TXN-10499	VEND-105	Orion Manufacturing Co	84500	INR	24-09-2026 19:46	INV-20499	ERP remittance
TXN-10500	VEND-104	BluePeak Consulting	67500	INR	29-09-2026 08:51	INV-20500	Service invoice payment
TXN-10501	VEND-101	Global Logistics Solutions	42000	INR	09-09-2026 23:07	INV-20501	ERP remittance
TXN-10502	VEND-103	Apex Office Supplies	67500	INR	27-09-2026 03:01	INV-20502	Supplier invoice settlement
TXN-10503	VEND-105	Orion Manufacturing Co	42000	INR	16-09-2026 08:51	INV-20503	Goods receipt settlement
TXN-10504	VEND-104	BluePeak Consulting	42000	INR	11-09-2026 21:28	INV-20504	Service invoice payment
TXN-10505	VEND-101	Global Logistics Solutions	34000	INR	04-09-2026 09:53	INV-20505	Purchase order payment
TXN-10506	VEND-100	TechNova India Pvt Ltd	125000	INR	19-09-2026 21:48	INV-20506	Supplier invoice settlement
TXN-10507	VEND-101	Global Logistics Solutions	18500	INR	30-09-2026 04:13	INV-20507	ERP remittance
TXN-10508	VEND-109	Sapphire Security Systems	84500	INR	30-09-2026 00:08	INV-20508	Supplier invoice settlement
TXN-10509	VEND-104	BluePeak Consulting	180000	INR	14-09-2026 21:35	INV-20509	Purchase order payment
TXN-10510	VEND-102	Vertex Industrial Systems	92000	INR	25-09-2026 23:49	INV-20510	Supplier invoice settlement
TXN-10511	VEND-102	Vertex Industrial Systems	125000	INR	06-09-2026 07:46	INV-20511	Purchase order payment
TXN-10512	VEND-106	Nimbus Cloud Services	42000	INR	06-09-2026 07:38	INV-20512	Purchase order payment
TXN-10513	VEND-103	Apex Office Supplies	42000	INR	10-09-2026 06:15	INV-20513	ERP remittance
TXN-10514	VEND-103	Apex Office Supplies	56000	INR	03-09-2026 06:40	INV-20514	Purchase order payment
TXN-10515	VEND-106	Nimbus Cloud Services	92000	INR	21-09-2026 22:24	INV-20515	Goods receipt settlement
TXN-10516	VEND-107	Prime Components India	18500	INR	07-09-2026 12:21	INV-20516	Goods receipt settlement
TXN-10517	VEND-100	TechNova India Pvt Ltd	27500	INR	01-09-2026 17:19	INV-20517	ERP remittance
TXN-10518	VEND-106	Nimbus Cloud Services	27500	INR	08-09-2026 16:38	INV-20518	Goods receipt settlement
TXN-10519	VEND-109	Sapphire Security Systems	125000	INR	27-09-2026 17:43	INV-20519	Purchase order payment
TXN-10520	VEND-107	Prime Components India	22000	INR	25-09-2026 11:44	INV-20520	Goods receipt settlement
TXN-10521	VEND-104	BluePeak Consulting	180000	INR	20-09-2026 17:01	INV-20521	Service invoice payment
TXN-10522	VEND-108	Metro Facilities Pvt Ltd	18500	INR	16-09-2026 07:26	INV-20522	Goods receipt settlement
TXN-10523	VEND-103	Apex Office Supplies	27500	INR	06-09-2026 07:46	INV-20523	Purchase order payment
TXN-10524	VEND-105	Orion Manufacturing Co	92000	INR	22-09-2026 05:07	INV-20524	Service invoice payment
TXN-10525	VEND-108	Metro Facilities Pvt Ltd	18500	INR	24-09-2026 13:45	INV-20525	Goods receipt settlement
TXN-10526	VEND-101	Global Logistics Solutions	18500	INR	18-09-2026 09:12	INV-20526	Goods receipt settlement
TXN-10527	VEND-104	BluePeak Consulting	92000	INR	06-09-2026 05:30	INV-20527	Purchase order payment
TXN-10528	VEND-103	Apex Office Supplies	15000	INR	11-09-2026 06:18	INV-20528	Service invoice payment
TXN-10529	VEND-103	Apex Office Supplies	125000	INR	12-09-2026 02:58	INV-20529	Service invoice payment
TXN-10530	VEND-100	TechNova India Pvt Ltd	84500	INR	29-09-2026 06:21	INV-20530	Service invoice payment
TXN-10531	VEND-105	Orion Manufacturing Co	180000	INR	07-09-2026 18:41	INV-20531	Service invoice payment
TXN-10532	VEND-101	Global Logistics Solutions	22000	INR	15-09-2026 03:43	INV-20532	Service invoice payment
TXN-10533	VEND-103	Apex Office Supplies	84500	INR	02-09-2026 05:37	INV-20533	Goods receipt settlement
TXN-10534	VEND-100	TechNova India Pvt Ltd	8500	INR	07-09-2026 14:28	INV-20534	Purchase order payment
TXN-10535	VEND-104	BluePeak Consulting	18500	INR	24-09-2026 18:24	INV-20535	Goods receipt settlement
TXN-10536	VEND-108	Metro Facilities Pvt Ltd	27500	INR	22-09-2026 21:20	INV-20536	Purchase order payment
TXN-10537	VEND-102	Vertex Industrial Systems	27500	INR	13-09-2026 16:41	INV-20537	Purchase order payment
TXN-10538	VEND-105	Orion Manufacturing Co	12000	INR	02-09-2026 17:36	INV-20538	Supplier invoice settlement
TXN-10539	VEND-104	BluePeak Consulting	42000	INR	17-09-2026 05:49	INV-20539	Goods receipt settlement
TXN-10540	VEND-108	Metro Facilities Pvt Ltd	42000	INR	14-09-2026 19:16	INV-20540	Supplier invoice settlement
TXN-10541	VEND-109	Sapphire Security Systems	15000	INR	18-09-2026 10:50	INV-20541	Service invoice payment
TXN-10542	VEND-104	BluePeak Consulting	12000	INR	09-09-2026 22:08	INV-20542	Service invoice payment
TXN-10543	VEND-102	Vertex Industrial Systems	27500	INR	07-09-2026 19:05	INV-20543	Service invoice payment
TXN-10544	VEND-107	Prime Components India	27500	INR	16-09-2026 20:32	INV-20544	ERP remittance
TXN-10545	VEND-101	Global Logistics Solutions	125000	INR	30-09-2026 00:55	INV-20545	Supplier invoice settlement
TXN-10546	VEND-108	Metro Facilities Pvt Ltd	18500	INR	17-09-2026 21:11	INV-20546	Goods receipt settlement
TXN-10547	VEND-100	TechNova India Pvt Ltd	92000	INR	15-09-2026 16:44	INV-20547	Supplier invoice settlement
TXN-10548	VEND-104	BluePeak Consulting	27500	INR	27-09-2026 18:39	INV-20548	Purchase order payment
TXN-10549	VEND-108	Metro Facilities Pvt Ltd	15000	INR	14-09-2026 05:36	INV-20549	Goods receipt settlement
TXN-10550	VEND-108	Metro Facilities Pvt Ltd	180000	INR	22-09-2026 12:45	INV-20550	ERP remittance
TXN-10551	VEND-103	Apex Office Supplies	18500	INR	24-09-2026 17:03	INV-20551	Purchase order payment
TXN-10552	VEND-106	Nimbus Cloud Services	15000	INR	06-09-2026 10:59	INV-20552	Goods receipt settlement
TXN-10553	VEND-104	BluePeak Consulting	27500	INR	01-10-2026 02:25	INV-20553	Supplier invoice settlement
TXN-10554	VEND-100	TechNova India Pvt Ltd	84500	INR	15-09-2026 11:50	INV-20554	Service invoice payment
TXN-10555	VEND-106	Nimbus Cloud Services	125000	INR	28-09-2026 19:40	INV-20555	ERP remittance
TXN-10556	VEND-107	Prime Components India	34000	INR	09-09-2026 04:02	INV-20556	ERP remittance
TXN-10557	VEND-108	Metro Facilities Pvt Ltd	125000	INR	07-09-2026 22:27	INV-20557	Supplier invoice settlement
TXN-10558	VEND-101	Global Logistics Solutions	42000	INR	02-09-2026 12:28	INV-20558	Supplier invoice settlement
TXN-10559	VEND-108	Metro Facilities Pvt Ltd	67500	INR	21-09-2026 17:21	INV-20559	Supplier invoice settlement
TXN-10560	VEND-105	Orion Manufacturing Co	34000	INR	08-09-2026 12:12	INV-20560	Supplier invoice settlement
TXN-10561	VEND-100	TechNova India Pvt Ltd	18500	INR	17-09-2026 16:04	INV-20561	ERP remittance
TXN-10562	VEND-109	Sapphire Security Systems	15000	INR	16-09-2026 02:05	INV-20562	Supplier invoice settlement
TXN-10563	VEND-102	Vertex Industrial Systems	56000	INR	03-09-2026 04:45	INV-20563	Supplier invoice settlement
TXN-10564	VEND-109	Sapphire Security Systems	34000	INR	09-09-2026 14:06	INV-20564	Goods receipt settlement
TXN-10565	VEND-108	Metro Facilities Pvt Ltd	84500	INR	06-09-2026 13:32	INV-20565	Goods receipt settlement
TXN-10566	VEND-102	Vertex Industrial Systems	34000	INR	22-09-2026 21:30	INV-20566	Service invoice payment
TXN-10567	VEND-104	BluePeak Consulting	8500	INR	11-09-2026 22:39	INV-20567	ERP remittance
TXN-10568	VEND-101	Global Logistics Solutions	8500	INR	13-09-2026 08:51	INV-20568	Supplier invoice settlement
TXN-10569	VEND-109	Sapphire Security Systems	12000	INR	29-09-2026 17:22	INV-20569	ERP remittance
TXN-10570	VEND-102	Vertex Industrial Systems	42000	INR	27-09-2026 05:38	INV-20570	Supplier invoice settlement
TXN-10571	VEND-108	Metro Facilities Pvt Ltd	15000	INR	08-09-2026 02:20	INV-20571	Goods receipt settlement
TXN-10572	VEND-100	TechNova India Pvt Ltd	84500	INR	21-09-2026 11:09	INV-20572	Service invoice payment
TXN-10573	VEND-108	Metro Facilities Pvt Ltd	12000	INR	16-09-2026 00:53	INV-20573	Goods receipt settlement
TXN-10574	VEND-104	BluePeak Consulting	84500	INR	06-09-2026 14:28	INV-20574	Service invoice payment
TXN-10575	VEND-103	Apex Office Supplies	180000	INR	04-09-2026 06:50	INV-20575	Purchase order payment
TXN-10576	VEND-106	Nimbus Cloud Services	22000	INR	05-09-2026 18:42	INV-20576	Supplier invoice settlement
TXN-10577	VEND-106	Nimbus Cloud Services	15000	INR	18-09-2026 12:54	INV-20577	Goods receipt settlement
TXN-10578	VEND-105	Orion Manufacturing Co	8500	INR	18-09-2026 13:29	INV-20578	ERP remittance
TXN-10579	VEND-103	Apex Office Supplies	27500	INR	25-09-2026 18:02	INV-20579	Supplier invoice settlement
TXN-10580	VEND-103	Apex Office Supplies	84500	INR	25-09-2026 23:28	INV-20580	Service invoice payment
TXN-10581	VEND-101	Global Logistics Solutions	22000	INR	27-09-2026 08:34	INV-20581	Purchase order payment
TXN-10582	VEND-101	Global Logistics Solutions	34000	INR	24-09-2026 00:47	INV-20582	Service invoice payment
TXN-10583	VEND-109	Sapphire Security Systems	15000	INR	25-09-2026 06:56	INV-20583	Goods receipt settlement
TXN-10584	VEND-102	Vertex Industrial Systems	42000	INR	06-09-2026 18:06	INV-20584	Goods receipt settlement
TXN-10585	VEND-109	Sapphire Security Systems	15000	INR	12-09-2026 19:34	INV-20585	ERP remittance
TXN-10586	VEND-109	Sapphire Security Systems	67500	INR	27-09-2026 19:35	INV-20586	Goods receipt settlement
TXN-10587	VEND-108	Metro Facilities Pvt Ltd	18500	INR	23-09-2026 04:10	INV-20587	Supplier invoice settlement
TXN-10588	VEND-109	Sapphire Security Systems	8500	INR	09-09-2026 06:23	INV-20588	Service invoice payment
TXN-10589	VEND-109	Sapphire Security Systems	125000	INR	21-09-2026 02:35	INV-20589	ERP remittance
TXN-10590	VEND-102	Vertex Industrial Systems	22000	INR	29-09-2026 21:44	INV-20590	Goods receipt settlement
TXN-10591	VEND-106	Nimbus Cloud Services	84500	INR	13-09-2026 07:37	INV-20591	ERP remittance
TXN-10592	VEND-104	BluePeak Consulting	27500	INR	15-09-2026 16:07	INV-20592	Service invoice payment
TXN-10593	VEND-102	Vertex Industrial Systems	15000	INR	05-09-2026 17:06	INV-20593	Goods receipt settlement
TXN-10594	VEND-107	Prime Components India	27500	INR	24-09-2026 12:20	INV-20594	Service invoice payment
TXN-10595	VEND-100	TechNova India Pvt Ltd	22000	INR	14-09-2026 22:52	INV-20595	Supplier invoice settlement
TXN-10596	VEND-104	BluePeak Consulting	125000	INR	08-09-2026 11:16	INV-20596	Purchase order payment
TXN-10597	VEND-105	Orion Manufacturing Co	15000	INR	19-09-2026 13:09	INV-20597	Purchase order payment
TXN-10598	VEND-100	TechNova India Pvt Ltd	125000	INR	13-09-2026 11:28	INV-20598	Purchase order payment
TXN-10599	VEND-109	Sapphire Security Systems	27500	INR	06-09-2026 17:55	INV-20599	Supplier invoice settlement
TXN-10600	VEND-103	Apex Office Supplies	56000	INR	18-09-2026 23:16	INV-20600	Purchase order payment
TXN-10601	VEND-100	TechNova India Pvt Ltd	18500	INR	14-09-2026 14:15	INV-20601	Supplier invoice settlement
TXN-10602	VEND-106	Nimbus Cloud Services	22000	INR	07-09-2026 22:51	INV-20602	Service invoice payment
TXN-10603	VEND-107	Prime Components India	42000	INR	03-09-2026 10:49	INV-20603	Purchase order payment
TXN-10604	VEND-105	Orion Manufacturing Co	84500	INR	21-09-2026 18:08	INV-20604	ERP remittance
TXN-10605	VEND-108	Metro Facilities Pvt Ltd	12000	INR	02-09-2026 05:22	INV-20605	ERP remittance
TXN-10606	VEND-100	TechNova India Pvt Ltd	180000	INR	05-09-2026 00:03	INV-20606	ERP remittance
TXN-10607	VEND-107	Prime Components India	22000	INR	08-09-2026 01:47	INV-20607	Goods receipt settlement
TXN-10608	VEND-105	Orion Manufacturing Co	56000	INR	01-10-2026 03:39	INV-20608	Service invoice payment
TXN-10609	VEND-109	Sapphire Security Systems	67500	INR	21-09-2026 11:32	INV-20609	Supplier invoice settlement
TXN-10610	VEND-104	BluePeak Consulting	56000	INR	29-09-2026 05:08	INV-20610	ERP remittance
TXN-10611	VEND-107	Prime Components India	34000	INR	25-09-2026 04:15	INV-20611	Goods receipt settlement
TXN-10612	VEND-106	Nimbus Cloud Services	8500	INR	01-09-2026 11:52	INV-20612	Goods receipt settlement
TXN-10613	VEND-109	Sapphire Security Systems	180000	INR	16-09-2026 06:29	INV-20613	Goods receipt settlement
TXN-10614	VEND-106	Nimbus Cloud Services	84500	INR	05-09-2026 17:20	INV-20614	Purchase order payment
TXN-10615	VEND-104	BluePeak Consulting	125000	INR	04-09-2026 22:10	INV-20615	Supplier invoice settlement
TXN-10616	VEND-104	BluePeak Consulting	22000	INR	30-09-2026 20:53	INV-20616	Purchase order payment
TXN-10617	VEND-104	BluePeak Consulting	12000	INR	21-09-2026 00:38	INV-20617	Service invoice payment
TXN-10618	VEND-107	Prime Components India	56000	INR	19-09-2026 11:23	INV-20618	Service invoice payment
TXN-10619	VEND-104	BluePeak Consulting	12000	INR	01-10-2026 08:39	INV-20619	Supplier invoice settlement
TXN-10620	VEND-102	Vertex Industrial Systems	12000	INR	24-09-2026 19:15	INV-20620	Goods receipt settlement
TXN-10621	VEND-108	Metro Facilities Pvt Ltd	8500	INR	19-09-2026 18:37	INV-20621	Goods receipt settlement
TXN-10622	VEND-101	Global Logistics Solutions	18500	INR	22-09-2026 03:04	INV-20622	Service invoice payment
TXN-10623	VEND-100	TechNova India Pvt Ltd	27500	INR	28-09-2026 17:53	INV-20623	ERP remittance
TXN-10624	VEND-104	BluePeak Consulting	42000	INR	11-09-2026 15:11	INV-20624	ERP remittance
TXN-10625	VEND-105	Orion Manufacturing Co	84500	INR	01-09-2026 19:49	INV-20625	Purchase order payment
TXN-10626	VEND-103	Apex Office Supplies	56000	INR	18-09-2026 12:09	INV-20626	ERP remittance
TXN-10627	VEND-104	BluePeak Consulting	56000	INR	14-09-2026 19:37	INV-20627	Goods receipt settlement
TXN-10628	VEND-105	Orion Manufacturing Co	27500	INR	13-09-2026 17:27	INV-20628	Purchase order payment
TXN-10629	VEND-108	Metro Facilities Pvt Ltd	27500	INR	26-09-2026 07:08	INV-20629	Goods receipt settlement
TXN-10630	VEND-109	Sapphire Security Systems	180000	INR	28-09-2026 15:01	INV-20630	Goods receipt settlement
TXN-10631	VEND-106	Nimbus Cloud Services	34000	INR	11-09-2026 11:25	INV-20631	Purchase order payment
TXN-10632	VEND-108	Metro Facilities Pvt Ltd	15000	INR	01-09-2026 23:41	INV-20632	Service invoice payment
TXN-10633	VEND-108	Metro Facilities Pvt Ltd	27500	INR	02-09-2026 13:18	INV-20633	Goods receipt settlement
TXN-10634	VEND-104	BluePeak Consulting	180000	INR	27-09-2026 19:14	INV-20634	Goods receipt settlement
TXN-10635	VEND-104	BluePeak Consulting	67500	INR	25-09-2026 00:00	INV-20635	Goods receipt settlement
TXN-10636	VEND-107	Prime Components India	42000	INR	30-09-2026 00:58	INV-20636	Goods receipt settlement
TXN-10637	VEND-106	Nimbus Cloud Services	12000	INR	11-09-2026 02:59	INV-20637	Purchase order payment
TXN-10638	VEND-100	TechNova India Pvt Ltd	18500	INR	19-09-2026 19:51	INV-20638	Service invoice payment
TXN-10639	VEND-104	BluePeak Consulting	27500	INR	03-09-2026 21:49	INV-20639	ERP remittance
TXN-10640	VEND-106	Nimbus Cloud Services	125000	INR	05-09-2026 00:52	INV-20640	Goods receipt settlement
TXN-10641	VEND-104	BluePeak Consulting	15000	INR	26-09-2026 21:50	INV-20641	Service invoice payment
TXN-10642	VEND-106	Nimbus Cloud Services	27500	INR	27-09-2026 19:06	INV-20642	Goods receipt settlement
TXN-10643	VEND-106	Nimbus Cloud Services	56000	INR	04-09-2026 08:35	INV-20643	Service invoice payment
TXN-10644	VEND-105	Orion Manufacturing Co	84500	INR	18-09-2026 20:35	INV-20644	Purchase order payment
TXN-10645	VEND-109	Sapphire Security Systems	8500	INR	12-09-2026 04:43	INV-20645	Supplier invoice settlement
TXN-10646	VEND-103	Apex Office Supplies	27500	INR	12-09-2026 16:57	INV-20646	Service invoice payment
TXN-10647	VEND-105	Orion Manufacturing Co	8500	INR	01-10-2026 07:04	INV-20647	Service invoice payment
TXN-10648	VEND-105	Orion Manufacturing Co	92000	INR	25-09-2026 12:17	INV-20648	ERP remittance
TXN-10649	VEND-109	Sapphire Security Systems	8500	INR	11-09-2026 10:10	INV-20649	ERP remittance
TXN-10650	VEND-107	Prime Components India	180000	INR	13-09-2026 12:24	INV-20650	Goods receipt settlement
TXN-10651	VEND-103	Apex Office Supplies	180000	INR	04-09-2026 19:48	INV-20651	Service invoice payment
TXN-10652	VEND-106	Nimbus Cloud Services	12000	INR	20-09-2026 20:24	INV-20652	Goods receipt settlement
TXN-10653	VEND-107	Prime Components India	27500	INR	27-09-2026 17:16	INV-20653	Purchase order payment
TXN-10654	VEND-109	Sapphire Security Systems	84500	INR	01-09-2026 17:09	INV-20654	Purchase order payment
TXN-10655	VEND-106	Nimbus Cloud Services	27500	INR	29-09-2026 03:44	INV-20655	ERP remittance
TXN-10656	VEND-109	Sapphire Security Systems	84500	INR	09-09-2026 05:52	INV-20656	Goods receipt settlement
TXN-10657	VEND-104	BluePeak Consulting	8500	INR	28-09-2026 07:55	INV-20657	Purchase order payment
TXN-10658	VEND-101	Global Logistics Solutions	18500	INR	02-09-2026 05:37	INV-20658	Supplier invoice settlement
TXN-10659	VEND-105	Orion Manufacturing Co	125000	INR	10-09-2026 23:27	INV-20659	Purchase order payment
TXN-10660	VEND-108	Metro Facilities Pvt Ltd	34000	INR	21-09-2026 00:39	INV-20660	ERP remittance
TXN-10661	VEND-103	Apex Office Supplies	27500	INR	07-09-2026 22:43	INV-20661	Service invoice payment
TXN-10662	VEND-107	Prime Components India	42000	INR	27-09-2026 17:15	INV-20662	Supplier invoice settlement
TXN-10663	VEND-108	Metro Facilities Pvt Ltd	92000	INR	02-09-2026 04:42	INV-20663	Purchase order payment
TXN-10664	VEND-107	Prime Components India	18500	INR	27-09-2026 03:20	INV-20664	Service invoice payment
TXN-10665	VEND-109	Sapphire Security Systems	67500	INR	05-09-2026 16:53	INV-20665	Purchase order payment
TXN-10666	VEND-107	Prime Components India	22000	INR	25-09-2026 13:42	INV-20666	Purchase order payment
TXN-10667	VEND-103	Apex Office Supplies	92000	INR	20-09-2026 08:11	INV-20667	Goods receipt settlement
TXN-10668	VEND-109	Sapphire Security Systems	22000	INR	20-09-2026 04:33	INV-20668	Goods receipt settlement
TXN-10669	VEND-109	Sapphire Security Systems	27500	INR	29-09-2026 07:59	INV-20669	Service invoice payment
TXN-10670	VEND-109	Sapphire Security Systems	56000	INR	04-09-2026 08:44	INV-20670	Service invoice payment
TXN-10671	VEND-104	BluePeak Consulting	92000	INR	08-09-2026 05:38	INV-20671	Purchase order payment
TXN-10672	VEND-109	Sapphire Security Systems	92000	INR	18-09-2026 16:21	INV-20672	ERP remittance
TXN-10673	VEND-105	Orion Manufacturing Co	125000	INR	08-09-2026 23:27	INV-20673	Service invoice payment
TXN-10674	VEND-101	Global Logistics Solutions	27500	INR	18-09-2026 17:36	INV-20674	Goods receipt settlement
TXN-10675	VEND-102	Vertex Industrial Systems	125000	INR	09-09-2026 17:44	INV-20675	Purchase order payment
TXN-10676	VEND-108	Metro Facilities Pvt Ltd	42000	INR	24-09-2026 23:50	INV-20676	Supplier invoice settlement
TXN-10677	VEND-105	Orion Manufacturing Co	180000	INR	26-09-2026 09:02	INV-20677	Supplier invoice settlement
TXN-10678	VEND-107	Prime Components India	15000	INR	15-09-2026 09:02	INV-20678	Purchase order payment
TXN-10679	VEND-106	Nimbus Cloud Services	84500	INR	11-09-2026 14:45	INV-20679	Service invoice payment
TXN-10680	VEND-109	Sapphire Security Systems	27500	INR	21-09-2026 22:51	INV-20680	Purchase order payment
TXN-10681	VEND-107	Prime Components India	125000	INR	12-09-2026 06:42	INV-20681	Goods receipt settlement
TXN-10682	VEND-109	Sapphire Security Systems	92000	INR	06-09-2026 06:39	INV-20682	Supplier invoice settlement
TXN-10683	VEND-102	Vertex Industrial Systems	125000	INR	09-09-2026 22:04	INV-20683	ERP remittance
TXN-10684	VEND-107	Prime Components India	125000	INR	18-09-2026 17:33	INV-20684	Supplier invoice settlement
TXN-10685	VEND-103	Apex Office Supplies	92000	INR	01-09-2026 14:20	INV-20685	Supplier invoice settlement
TXN-10686	VEND-103	Apex Office Supplies	92000	INR	25-09-2026 20:01	INV-20686	Supplier invoice settlement
TXN-10687	VEND-109	Sapphire Security Systems	92000	INR	07-09-2026 07:02	INV-20687	Service invoice payment
TXN-10688	VEND-102	Vertex Industrial Systems	15000	INR	22-09-2026 00:17	INV-20688	Goods receipt settlement
TXN-10689	VEND-106	Nimbus Cloud Services	42000	INR	30-09-2026 01:51	INV-20689	Purchase order payment
TXN-10690	VEND-106	Nimbus Cloud Services	15000	INR	20-09-2026 03:55	INV-20690	Purchase order payment
TXN-10691	VEND-104	BluePeak Consulting	18500	INR	06-09-2026 10:36	INV-20691	Goods receipt settlement
TXN-10692	VEND-101	Global Logistics Solutions	56000	INR	06-09-2026 19:47	INV-20692	Supplier invoice settlement
TXN-10693	VEND-109	Sapphire Security Systems	180000	INR	24-09-2026 23:58	INV-20693	ERP remittance
TXN-10694	VEND-107	Prime Components India	8500	INR	04-09-2026 11:02	INV-20694	Service invoice payment
TXN-10695	VEND-107	Prime Components India	8500	INR	19-09-2026 07:39	INV-20695	Service invoice payment
TXN-10696	VEND-106	Nimbus Cloud Services	92000	INR	27-09-2026 22:42	INV-20696	Service invoice payment
TXN-10697	VEND-100	TechNova India Pvt Ltd	125000	INR	06-09-2026 03:39	INV-20697	Purchase order payment
TXN-10698	VEND-100	TechNova India Pvt Ltd	8500	INR	11-09-2026 14:35	INV-20698	Supplier invoice settlement
TXN-10699	VEND-108	Metro Facilities Pvt Ltd	15000	INR	06-09-2026 08:14	INV-20699	Purchase order payment
TXN-10700	VEND-102	Vertex Industrial Systems	92000	INR	14-09-2026 06:58	INV-20700	Service invoice payment
TXN-10701	VEND-108	Metro Facilities Pvt Ltd	18500	INR	05-09-2026 07:44	INV-20701	Supplier invoice settlement
TXN-10702	VEND-104	BluePeak Consulting	15000	INR	22-09-2026 01:08	INV-20702	Purchase order payment
TXN-10703	VEND-108	Metro Facilities Pvt Ltd	84500	INR	25-09-2026 20:09	INV-20703	Purchase order payment
TXN-10704	VEND-102	Vertex Industrial Systems	92000	INR	05-09-2026 10:09	INV-20704	Purchase order payment
TXN-10705	VEND-104	BluePeak Consulting	22000	INR	22-09-2026 14:05	INV-20705	Goods receipt settlement
TXN-10706	VEND-100	TechNova India Pvt Ltd	125000	INR	09-09-2026 07:16	INV-20706	Service invoice payment
TXN-10707	VEND-100	TechNova India Pvt Ltd	92000	INR	25-09-2026 18:40	INV-20707	Goods receipt settlement
TXN-10708	VEND-107	Prime Components India	180000	INR	24-09-2026 16:24	INV-20708	ERP remittance
TXN-10709	VEND-109	Sapphire Security Systems	18500	INR	19-09-2026 00:21	INV-20709	Service invoice payment
TXN-10710	VEND-108	Metro Facilities Pvt Ltd	180000	INR	21-09-2026 09:36	INV-20710	Goods receipt settlement
TXN-10711	VEND-101	Global Logistics Solutions	42000	INR	29-09-2026 10:46	INV-20711	Purchase order payment
TXN-10712	VEND-108	Metro Facilities Pvt Ltd	34000	INR	24-09-2026 23:01	INV-20712	ERP remittance
TXN-10713	VEND-107	Prime Components India	18500	INR	08-09-2026 13:52	INV-20713	Supplier invoice settlement
TXN-10714	VEND-101	Global Logistics Solutions	12000	INR	07-09-2026 21:50	INV-20714	Goods receipt settlement
TXN-10715	VEND-102	Vertex Industrial Systems	84500	INR	08-09-2026 07:36	INV-20715	Goods receipt settlement
TXN-10716	VEND-106	Nimbus Cloud Services	56000	INR	27-09-2026 02:43	INV-20716	ERP remittance
TXN-10717	VEND-103	Apex Office Supplies	22000	INR	13-09-2026 05:03	INV-20717	Service invoice payment
TXN-10718	VEND-109	Sapphire Security Systems	18500	INR	03-09-2026 03:25	INV-20718	Goods receipt settlement
TXN-10719	VEND-102	Vertex Industrial Systems	12000	INR	17-09-2026 20:13	INV-20719	ERP remittance
TXN-10720	VEND-101	Global Logistics Solutions	67500	INR	09-09-2026 10:47	INV-20720	Purchase order payment
TXN-10721	VEND-106	Nimbus Cloud Services	84500	INR	15-09-2026 09:02	INV-20721	Purchase order payment
TXN-10722	VEND-103	Apex Office Supplies	27500	INR	09-09-2026 02:53	INV-20722	Service invoice payment
TXN-10723	VEND-100	TechNova India Pvt Ltd	42000	INR	24-09-2026 06:43	INV-20723	Goods receipt settlement
TXN-10724	VEND-100	TechNova India Pvt Ltd	18500	INR	16-09-2026 12:41	INV-20724	Goods receipt settlement
TXN-10725	VEND-106	Nimbus Cloud Services	27500	INR	03-09-2026 18:42	INV-20725	Service invoice payment
TXN-10726	VEND-100	TechNova India Pvt Ltd	27500	INR	11-09-2026 02:39	INV-20726	ERP remittance
TXN-10727	VEND-101	Global Logistics Solutions	18500	INR	29-09-2026 12:54	INV-20727	Goods receipt settlement
TXN-10728	VEND-104	BluePeak Consulting	42000	INR	05-09-2026 09:52	INV-20728	Goods receipt settlement
TXN-10729	VEND-101	Global Logistics Solutions	56000	INR	29-09-2026 23:09	INV-20729	Goods receipt settlement
TXN-10730	VEND-102	Vertex Industrial Systems	67500	INR	16-09-2026 06:04	INV-20730	ERP remittance
TXN-10731	VEND-106	Nimbus Cloud Services	125000	INR	16-09-2026 14:23	INV-20731	Purchase order payment
TXN-10732	VEND-103	Apex Office Supplies	12000	INR	26-09-2026 16:35	INV-20732	Supplier invoice settlement
TXN-10733	VEND-103	Apex Office Supplies	8500	INR	17-09-2026 10:57	INV-20733	Goods receipt settlement
TXN-10734	VEND-104	BluePeak Consulting	92000	INR	26-09-2026 19:23	INV-20734	Goods receipt settlement
TXN-10735	VEND-105	Orion Manufacturing Co	84500	INR	06-09-2026 17:35	INV-20735	Purchase order payment
TXN-10736	VEND-108	Metro Facilities Pvt Ltd	42000	INR	19-09-2026 00:12	INV-20736	Service invoice payment
TXN-10737	VEND-108	Metro Facilities Pvt Ltd	125000	INR	22-09-2026 06:06	INV-20737	Purchase order payment
TXN-10738	VEND-106	Nimbus Cloud Services	42000	INR	15-09-2026 15:54	INV-20738	Goods receipt settlement
TXN-10739	VEND-102	Vertex Industrial Systems	67500	INR	30-09-2026 13:32	INV-20739	ERP remittance
TXN-10740	VEND-105	Orion Manufacturing Co	180000	INR	07-09-2026 05:23	INV-20740	Service invoice payment
TXN-10741	VEND-108	Metro Facilities Pvt Ltd	15000	INR	17-09-2026 08:10	INV-20741	Service invoice payment
TXN-10742	VEND-106	Nimbus Cloud Services	22000	INR	20-09-2026 08:41	INV-20742	Service invoice payment
